overall_score,technical_skills_score,experience_score,projects_score,education_score,soft_skills_score,certifications_score,cv_completeness_score,missing_required_skills_count,missing_optional_skills_count,ahp_explainable_score,final_score
47.76,70.58,75.41,58.3,82.87,84.07,13.62,90.59,2,1,71.29,60.31
21.21,18.57,23.24,41.11,64.8,24.11,23.63,74.66,3,5,35.79,8.03
75.19,50.02,45.74,62.14,81.95,41.32,0.6,89.09,1,3,50.72,50.14
68.26,51.9,44.42,48.2,70.14,10.75,48.42,88.36,0,2,47.61,54.94
77.87,72.17,84.15,96.34,82.87,29.05,36.43,75.91,2,2,69.12,67.81
90.38,84.88,93.05,76.4,45.55,60.79,6.82,89.61,1,3,69.98,74.87
69.21,42.04,59.36,58.59,46.29,74.88,35.75,86.94,2,5,57.13,41.36
72.96,36.98,54.15,61.75,50.6,9.24,53.73,30.95,2,3,48.91,33.27
77.39,40.14,67.55,41.72,32.02,37.97,38.41,72.21,2,4,47.71,35.71
27.18,21.15,27.32,31.15,7.58,23.45,8.59,64.29,2,7,20.15,8.08
28.27,22.39,38.58,3.35,37.81,41.05,37.84,94.13,2,5,31.86,7.69
49.16,41.27,10.39,39.19,61.61,51.08,34.29,70.01,2,5,35.73,19.68
75.27,45.03,26.08,28.21,63.21,52.47,58.0,37.68,3,3,44.13,25.0
45.26,36.08,72.94,57.26,70.78,70.56,29.43,92.95,2,5,57.57,32.17
58.62,72.14,35.95,46.7,65.8,9.94,55.46,97.97,2,3,50.36,43.33
98.47,96.24,87.95,79.81,85.56,62.27,55.96,96.09,0,1,84.97,89.4
56.91,54.27,69.48,45.83,26.53,25.47,16.22,92.78,3,3,45.11,34.92
94.46,84.27,92.08,92.72,86.81,6.03,67.93,92.72,1,1,78.68,79.18
62.38,41.86,74.32,52.83,25.37,1.65,54.43,70.67,3,3,47.02,34.49
98.28,95.11,75.08,78.8,62.53,91.2,33.49,89.06,0,0,83.4,88.8
57.07,76.61,52.86,31.81,75.04,73.88,48.64,91.21,1,2,64.49,52.35
69.74,38.84,27.24,71.68,8.41,20.57,10.96,25.28,1,6,39.36,30.93
33.15,37.18,36.39,33.47,45.48,59.94,35.51,84.59,2,5,37.41,19.96
22.8,12.19,47.69,13.59,29.09,27.59,44.9,67.76,3,6,26.87,0.43
26.81,47.54,28.85,1.24,18.2,46.63,7.84,74.2,0,3,32.71,34.38
49.63,53.83,55.91,56.87,56.47,3.92,61.01,80.98,3,3,47.25,33.21
58.55,58.06,37.18,39.95,84.27,59.6,29.33,72.78,1,4,54.06,45.58
12.93,5.75,34.86,31.41,48.02,13.35,36.33,91.8,3,7,25.69,1.05
77.67,96.7,79.39,93.91,62.98,49.11,0.44,90.93,2,3,78.77,69.12
45.48,47.24,77.55,27.87,44.16,28.93,26.56,88.97,3,6,48.82,28.65
81.04,32.18,42.35,23.52,14.01,39.28,33.83,40.75,2,5,35.13,25.71
89.01,80.99,89.11,81.86,83.91,6.36,29.72,99.64,0,2,73.8,79.87
42.6,34.69,7.47,33.45,54.38,64.91,12.31,51.37,2,4,35.97,22.33
55.78,35.49,36.52,64.63,54.38,13.47,25.1,70.79,3,4,39.92,28.15
60.77,53.06,40.53,26.94,27.13,31.52,50.32,69.59,1,1,41.51,41.17
69.8,83.6,66.39,91.12,62.11,69.16,63.81,87.67,1,1,73.29,69.97
52.37,57.83,51.27,49.02,70.79,24.66,37.62,76.73,2,3,52.47,38.18
91.18,84.86,79.05,86.23,82.11,73.98,46.36,93.07,0,1,89.57,83.61
76.64,70.81,78.74,63.69,67.75,9.65,22.94,91.64,1,2,65.46,65.69
47.61,39.42,76.65,58.96,70.15,60.82,12.57,80.69,3,1,51.97,32.01
98.66,73.83,90.43,65.4,68.88,62.63,27.92,95.47,1,4,74.62,68.22
64.56,55.53,60.81,31.78,49.53,15.99,19.61,69.47,2,3,44.47,40.72
48.2,44.02,45.27,54.57,41.05,72.19,47.44,60.66,4,3,48.4,22.96
58.2,62.52,66.73,68.99,77.55,64.92,66.98,71.25,2,1,69.92,51.13
57.87,38.51,62.87,61.56,35.45,62.5,12.53,69.81,2,5,50.89,32.46
34.84,39.87,53.71,21.5,10.5,10.15,29.87,72.36,2,4,39.44,21.8
74.85,78.56,94.86,81.82,38.72,44.93,7.68,85.16,1,3,72.9,58.95
10.95,15.21,48.38,37.97,12.04,36.81,36.1,91.87,3,5,21.02,4.43
70.64,36.55,68.69,60.32,70.12,22.03,27.55,69.19,2,4,51.4,37.1
96.85,92.44,77.06,97.64,48.14,38.65,69.15,86.07,0,0,77.69,90.1
59.23,46.35,58.02,35.97,77.05,67.26,28.72,91.15,2,3,58.78,38.64
50.44,19.0,19.28,33.58,19.69,10.6,48.08,85.48,4,4,26.56,3.37
41.5,32.03,24.48,59.73,58.94,55.63,3.2,51.76,2,5,42.41,21.94
77.0,55.41,51.0,58.66,64.03,0.22,43.29,73.53,2,6,46.36,43.15
84.18,76.18,96.95,79.05,82.63,37.07,70.33,76.41,2,3,77.42,66.4
36.25,26.62,31.33,35.13,57.86,44.77,37.43,59.05,2,5,37.11,17.56
72.52,77.79,79.99,97.0,80.99,44.09,82.7,91.06,0,4,82.35,73.89
90.57,69.14,84.17,86.32,36.77,42.63,58.15,97.24,1,4,75.6,64.51
68.47,70.1,48.04,74.64,79.52,43.7,50.6,83.34,1,1,63.41,55.56
75.28,52.13,73.16,48.12,42.33,81.06,39.25,77.62,2,1,58.17,47.75
55.15,37.82,46.39,45.43,84.54,35.37,6.24,85.34,2,5,50.99,34.7
51.79,1.66,45.92,47.14,64.17,35.86,39.39,54.75,2,4,36.37,17.87
52.14,48.83,63.55,58.84,69.48,11.39,57.3,89.09,1,3,58.6,50.22
74.64,65.86,68.26,66.98,80.1,50.03,36.08,91.55,1,1,71.94,64.58
57.79,58.94,76.71,40.71,56.21,43.23,50.17,90.56,2,5,61.43,46.66
77.48,50.69,56.4,48.73,51.02,76.11,10.87,84.87,0,3,46.94,58.19
24.65,43.0,52.72,14.15,42.71,21.14,32.48,49.68,3,5,40.36,14.24
30.83,31.26,17.36,8.02,30.48,70.8,11.39,78.79,2,7,35.47,4.72
48.72,49.86,50.06,51.11,83.34,42.3,64.01,81.15,0,3,53.08,52.25
38.5,28.92,27.02,21.85,42.85,9.35,8.13,60.16,2,3,25.91,18.13
81.88,54.26,52.2,60.27,2.71,34.16,5.99,39.83,0,3,39.33,48.49
69.89,63.34,54.95,39.63,56.21,23.26,34.07,70.11,2,5,48.13,34.43
98.8,80.64,77.33,56.31,81.38,59.45,35.39,81.14,0,4,71.4,74.36
68.2,91.04,99.35,99.68,78.13,15.41,83.11,83.2,2,0,80.61,75.36
71.43,71.9,45.37,14.28,59.45,47.77,54.56,29.29,1,4,45.67,46.71
48.88,54.62,21.88,26.44,28.05,47.5,28.25,38.49,3,1,43.71,21.98
42.67,41.27,11.51,29.66,63.0,29.4,21.49,94.24,2,3,31.04,23.39
29.73,42.64,49.91,47.99,4.51,56.76,46.08,76.07,3,4,48.93,18.96
75.55,75.84,77.65,48.82,35.65,43.92,7.16,95.54,0,2,56.66,64.77
39.54,4.12,8.79,21.58,7.1,70.05,32.61,49.74,3,3,14.22,0.0
82.89,94.53,97.48,70.41,70.33,21.55,47.62,81.35,2,2,73.01,70.82
70.63,39.11,66.84,39.12,33.14,61.04,32.89,83.55,2,5,44.77,33.09
11.98,18.92,33.71,36.12,57.98,31.55,27.41,73.93,3,4,33.1,8.33
88.17,85.2,78.99,92.51,73.41,2.16,66.02,87.67,0,0,74.6,84.57
65.49,61.35,24.54,28.16,33.52,50.45,30.77,53.23,1,1,44.64,44.5
47.32,4.21,38.35,53.28,40.16,16.3,49.94,53.73,5,6,25.12,0.0
75.62,55.57,57.13,69.33,74.07,21.57,0.9,87.03,3,3,58.49,38.34
33.73,43.17,43.13,36.74,46.53,49.67,26.26,68.2,2,1,38.45,30.15
37.13,17.11,19.6,13.57,67.33,64.52,28.05,65.08,2,5,38.3,10.69
86.2,72.11,86.15,90.16,42.6,41.86,58.54,95.85,0,5,65.64,74.88
33.33,13.97,41.49,28.48,12.43,42.23,47.42,80.28,2,4,28.22,15.95
53.16,49.96,75.51,37.53,73.06,60.06,37.28,69.81,1,4,48.91,47.18
11.06,13.69,8.65,53.66,16.49,15.1,31.04,72.81,4,4,18.82,0.0
79.68,99.13,84.15,88.96,52.68,68.34,82.13,83.94,0,1,79.91,84.23
31.46,47.82,49.76,21.82,66.28,66.36,29.52,49.11,2,2,41.75,30.88
90.11,87.28,87.09,64.3,66.86,59.43,48.48,79.65,0,0,70.87,82.88
93.84,71.16,97.65,94.81,54.83,28.99,11.69,97.91,1,2,70.58,72.58
61.8,38.56,70.08,38.12,57.49,57.51,67.36,82.28,3,1,55.33,32.14
13.72,49.3,52.47,24.32,36.68,44.83,13.75,78.72,1,4,41.59,29.77
88.13,68.61,70.11,55.92,54.99,60.76,44.33,91.86,1,2,61.22,64.14
33.38,12.29,44.59,4.16,44.26,9.03,32.72,65.89,2,6,21.17,6.78
15.04,3.68,39.22,3.49,15.72,61.86,40.48,87.71,4,6,23.81,0.0
14.09,45.66,35.05,27.13,33.93,13.6,17.3,81.36,2,4,39.22,19.71
51.03,75.58,56.79,51.4,83.88,32.98,66.01,89.32,1,6,59.74,46.71
70.27,85.84,90.36,62.56,75.29,90.22,63.17,94.62,0,4,75.39,70.48
43.14,48.43,12.73,17.69,45.14,1.83,28.56,85.43,2,4,27.94,20.52
39.74,76.81,52.36,37.86,37.55,16.02,27.46,56.44,0,2,46.56,51.44
97.8,78.86,77.63,89.18,49.52,79.3,6.46,93.52,2,3,71.18,66.42
78.61,57.06,46.14,17.1,44.3,56.04,24.24,40.02,2,3,50.92,40.26
68.18,94.99,95.21,59.29,43.37,42.55,15.78,93.4,1,0,73.62,76.08
50.05,44.47,37.79,30.76,83.67,25.18,21.49,69.45,2,3,44.57,28.02
26.98,42.97,43.92,0.09,34.15,19.85,4.31,87.31,2,6,36.53,12.32
64.99,69.6,45.33,37.54,61.43,84.59,20.89,78.19,2,3,54.68,50.82
73.77,86.78,88.08,77.97,56.11,54.74,54.69,95.09,1,3,76.17,73.07
98.61,96.21,76.23,55.91,68.22,41.65,63.71,88.11,0,3,73.37,81.49
22.26,22.63,29.21,13.75,45.64,52.01,4.25,63.7,1,4,27.7,17.74
71.78,88.01,89.27,91.65,44.96,49.09,56.17,80.59,1,1,82.61,73.32
96.89,73.29,69.23,56.58,37.47,18.2,51.7,75.44,1,4,60.69,63.17
67.72,66.45,44.65,68.43,66.42,5.1,30.85,91.87,2,3,54.6,48.9
43.2,26.6,20.35,35.97,66.32,65.58,54.72,44.75,1,5,41.05,26.08
60.02,57.15,69.15,36.22,67.59,63.97,59.47,65.3,0,4,61.33,57.32
52.0,42.94,62.5,35.5,58.19,75.13,27.29,78.25,2,4,55.63,27.13
71.38,68.33,88.07,82.57,63.52,47.53,13.02,87.52,0,2,64.86,71.52
93.16,70.82,97.37,56.98,80.14,62.38,21.23,80.06,0,4,65.56,74.32
52.84,40.27,62.8,42.29,38.52,77.94,52.38,92.08,3,4,57.55,30.91
96.73,84.04,93.88,84.5,78.82,65.83,78.28,80.64,0,0,82.52,96.23
32.99,39.38,17.54,47.24,7.54,47.55,44.51,57.63,3,3,29.01,16.63
96.52,72.16,83.69,81.77,37.24,9.09,82.59,91.61,1,4,65.43,72.51
30.97,10.25,48.27,16.03,19.92,20.46,38.37,80.31,3,3,28.65,4.66
46.17,70.21,45.37,56.59,57.93,0.4,69.6,93.5,0,4,52.11,45.3
82.28,76.74,81.09,75.27,42.87,92.77,1.32,75.25,0,6,70.14,65.51
13.95,49.22,18.52,35.33,7.75,53.21,42.02,50.26,2,4,36.35,20.39
65.05,76.24,70.78,65.71,45.37,30.14,20.42,77.13,0,2,66.05,66.63
50.46,51.06,55.68,61.04,67.67,18.24,2.57,75.63,2,4,45.2,38.73
68.93,56.89,36.89,33.08,81.11,9.28,44.46,92.73,2,5,48.95,38.88
77.88,44.23,40.56,71.28,34.72,79.14,45.53,85.19,2,2,55.41,40.07
64.25,56.37,54.86,10.97,37.46,49.9,39.52,37.29,0,3,46.09,46.78
10.05,1.16,37.97,22.7,58.76,12.98,0.69,64.4,6,4,21.38,0.0
12.95,28.61,50.84,21.8,67.21,16.55,5.28,71.24,3,5,33.77,7.72
33.4,8.75,39.49,39.26,36.08,16.91,6.61,92.86,3,5,29.62,9.18
83.9,88.35,68.62,61.75,69.87,82.53,56.14,75.91,1,2,67.53,74.17
49.34,40.33,35.85,15.65,22.88,71.05,43.03,62.97,0,3,44.88,42.35
81.95,98.0,83.99,75.27,52.18,7.02,19.08,77.26,0,1,67.72,79.0
40.82,47.99,77.17,16.93,36.27,67.58,33.42,32.78,2,3,42.05,31.46
23.51,6.89,28.52,50.65,0.59,4.21,20.85,78.8,2,6,19.51,10.44
56.22,55.97,68.99,40.89,69.67,13.18,39.25,78.13,2,1,54.41,44.0
47.5,7.33,27.7,17.49,62.12,14.21,11.0,79.34,2,4,24.02,12.97
35.6,10.63,2.7,2.45,6.22,43.49,17.41,57.16,5,6,24.16,0.0
45.01,74.6,39.26,59.12,62.73,72.82,45.6,91.93,1,4,68.64,51.74
51.78,46.1,50.42,25.46,50.04,0.25,39.55,89.64,3,2,39.65,31.44
43.72,35.89,36.47,38.91,51.77,54.33,36.9,48.7,2,6,40.93,21.88
54.08,68.6,45.72,66.04,35.63,32.35,28.08,75.48,1,5,48.05,39.94
11.99,19.45,2.06,51.19,55.31,73.66,45.51,60.79,2,5,34.74,9.33
75.16,70.98,76.56,28.32,39.6,27.08,29.7,81.56,2,3,62.7,47.54
35.36,17.71,10.33,7.39,52.09,35.18,2.32,94.19,3,3,27.6,1.39
73.92,96.16,96.21,77.46,41.92,29.0,64.1,96.15,0,0,78.8,83.36
77.58,45.53,59.64,55.55,57.95,78.22,42.35,82.78,4,5,57.51,34.68
63.89,77.96,65.63,67.43,45.78,45.8,68.2,79.61,2,2,63.89,49.94
68.1,73.26,71.76,71.69,83.87,36.85,71.84,88.89,1,4,68.33,69.66
49.58,67.99,70.18,73.42,1.36,76.18,23.5,56.01,1,3,70.1,47.04
83.75,84.61,90.99,76.22,72.42,46.1,56.04,91.85,0,1,80.24,75.71
93.35,80.23,82.43,99.43,47.93,1.86,9.47,81.11,0,3,62.96,75.36
45.49,64.32,61.41,26.09,74.02,68.71,21.58,87.24,4,3,59.65,29.12
62.09,59.07,62.03,38.64,4.06,31.72,54.02,54.78,1,2,46.39,40.42
74.43,92.37,88.51,84.12,49.68,48.14,1.96,78.25,0,1,71.94,81.46
68.57,90.38,71.0,63.45,58.31,25.09,52.41,87.14,0,1,72.1,68.33
88.04,74.9,82.3,68.4,89.79,21.93,77.59,97.95,2,1,70.8,64.47
62.98,36.54,71.46,29.19,27.82,24.74,33.31,96.34,2,2,35.46,36.97
50.76,52.03,61.92,73.66,64.71,1.46,49.35,73.78,1,3,51.82,47.56
75.55,85.06,91.86,92.57,56.87,6.35,41.14,85.84,0,2,77.18,77.87
37.12,13.07,34.93,7.08,4.86,74.51,31.82,57.66,2,6,23.42,6.89
24.45,34.8,36.33,42.42,25.62,3.92,8.55,75.83,3,4,26.46,13.9
93.03,84.23,92.39,62.33,57.41,87.32,14.59,76.54,0,4,82.96,73.82
10.8,24.02,49.29,23.85,67.35,48.94,5.47,70.46,4,5,36.27,1.65
79.15,89.15,92.14,78.33,87.63,87.91,40.24,79.01,0,2,89.62,77.05
63.36,57.91,74.76,35.72,80.69,2.82,53.84,97.19,1,5,50.03,45.49
62.11,69.81,43.26,56.45,50.84,15.7,58.2,76.36,0,4,52.14,50.82
71.99,64.13,68.27,46.05,40.69,7.82,54.37,79.53,1,1,55.81,53.95
77.08,40.97,59.66,28.16,73.48,55.47,29.99,93.08,0,2,47.2,51.66
69.36,70.62,76.84,61.45,32.39,9.49,22.4,59.56,0,3,50.57,64.76
15.96,29.21,20.8,16.61,47.42,71.97,38.88,69.31,3,5,31.52,8.49
19.96,3.19,47.03,33.4,11.54,22.35,49.5,76.72,4,7,29.18,0.0
55.21,65.02,70.84,64.31,83.62,57.32,22.49,82.43,0,2,59.77,60.01
71.95,41.18,49.43,38.4,66.87,68.34,31.92,81.73,2,2,42.99,40.5
87.94,75.32,66.06,63.09,40.64,18.61,67.63,82.32,1,3,65.47,65.43
14.08,21.41,27.44,45.71,57.0,63.62,34.89,71.53,3,7,31.95,0.84
31.44,3.46,12.35,42.7,7.78,35.24,30.24,88.92,3,6,20.97,0.0
17.61,28.07,53.94,30.27,45.19,50.82,41.52,66.75,5,5,43.16,2.58
70.3,35.76,59.25,33.67,41.76,3.12,11.86,99.53,4,3,41.85,26.57
59.41,27.12,66.11,74.0,19.35,37.08,21.68,39.45,3,5,38.34,24.64
94.19,92.05,83.08,77.36,80.95,40.35,13.55,82.82,0,2,78.62,82.2
72.71,55.85,74.98,70.02,36.12,61.75,15.02,93.82,2,4,55.63,52.68
43.44,1.67,16.63,23.26,40.99,11.21,16.76,89.28,3,7,16.71,4.68
20.89,12.49,54.41,47.79,51.64,10.29,1.51,53.77,3,4,30.74,10.21
85.89,71.41,75.73,97.31,82.76,9.67,21.21,89.86,2,3,71.27,61.55
52.56,75.23,51.72,54.26,43.09,63.24,7.1,67.51,0,1,58.19,63.1
39.9,35.99,47.95,28.34,48.68,55.25,31.58,47.61,3,4,41.43,20.72
23.85,3.93,18.98,39.13,8.54,54.35,38.77,76.77,2,6,30.17,5.58
12.3,39.96,27.85,24.9,29.44,45.5,36.23,89.8,2,4,40.65,18.83
57.9,67.78,47.9,35.4,57.75,24.08,2.33,66.81,0,1,54.88,54.0
20.98,49.78,30.98,12.79,34.72,25.15,38.97,50.29,3,4,29.06,11.51
25.85,3.02,16.04,13.31,60.9,34.79,34.18,93.11,3,6,24.24,2.39
78.0,79.1,81.7,66.04,38.64,64.36,2.01,95.24,2,3,76.05,61.5
49.13,48.22,23.47,33.94,56.2,0.08,26.35,77.64,4,5,33.51,13.67
75.34,73.53,50.48,37.89,72.33,65.25,35.37,78.62,3,2,63.35,45.55
57.3,52.28,80.92,72.39,72.06,65.51,27.74,32.78,2,5,64.47,43.24
80.61,81.86,56.08,41.97,74.07,17.45,11.25,60.64,0,3,56.43,63.03
63.34,49.28,55.82,67.6,68.46,32.01,36.48,35.33,3,5,53.57,29.82
53.98,41.49,41.0,60.57,38.3,10.62,69.92,74.1,2,7,50.55,24.52
95.11,93.98,77.24,89.37,64.87,86.36,68.24,76.02,0,0,78.72,83.18
37.19,16.94,48.62,31.11,59.7,50.26,14.43,93.75,2,5,39.59,19.65
28.09,46.73,53.08,42.22,16.97,53.7,1.02,86.32,3,6,44.59,19.29
59.94,76.79,79.22,43.7,34.18,44.23,50.86,60.69,2,0,59.41,59.6
47.23,22.44,20.34,13.94,9.34,27.37,43.6,65.94,2,3,27.69,15.44
38.83,49.88,57.49,24.97,21.08,17.75,20.71,58.24,2,3,38.34,34.51
95.9,76.45,98.48,69.19,39.56,49.4,19.37,93.82,1,3,67.64,74.62
77.96,66.47,60.39,68.36,60.36,49.75,16.61,88.73,1,4,63.22,54.83
81.84,95.07,68.3,85.02,68.69,82.42,14.68,94.99,1,3,89.83,73.12
48.52,53.28,63.04,49.91,34.95,32.67,31.01,88.41,2,2,55.35,46.32
49.81,46.26,34.48,15.5,59.25,19.24,16.96,31.73,0,3,32.45,39.93
57.51,35.23,41.25,29.01,53.79,2.05,8.52,50.27,1,3,37.77,30.34
72.68,73.06,91.28,64.02,36.95,86.06,74.49,79.62,1,4,70.08,62.93
73.9,60.3,20.58,67.44,54.58,63.03,4.31,51.22,2,5,46.06,38.48
68.14,74.6,60.79,36.36,26.05,55.72,60.52,67.31,1,2,57.39,54.78
48.87,63.41,60.46,57.39,61.65,1.5,12.21,70.8,3,0,60.54,39.74
71.79,70.69,82.79,84.05,79.66,12.21,52.38,94.35,2,4,66.14,62.45
52.7,56.4,69.96,34.15,48.68,6.13,28.85,28.57,2,3,40.95,33.89
12.59,49.7,2.99,45.42,51.82,44.38,21.94,82.86,0,4,42.84,27.36
44.51,23.16,13.03,26.99,17.51,39.65,23.13,84.03,4,3,28.46,8.48
79.32,82.07,74.43,80.23,83.31,51.65,24.38,76.55,1,1,71.54,69.43
78.21,76.19,98.54,64.17,38.44,33.54,11.43,78.16,1,4,70.4,66.4
47.54,72.1,47.24,73.07,80.89,39.07,16.0,94.22,0,3,65.8,64.77
40.63,43.81,40.41,35.32,35.01,74.07,47.96,87.44,2,3,46.6,30.41
75.28,79.13,85.52,80.24,44.67,9.96,18.9,83.72,1,3,59.43,65.69
61.89,71.97,41.42,42.04,66.52,3.98,58.1,98.66,2,3,51.07,43.87
69.13,73.56,81.73,77.85,46.97,58.22,15.4,83.16,1,1,69.8,69.54
81.61,98.84,66.88,73.83,37.22,13.93,39.31,78.94,0,1,72.3,81.57
29.33,44.13,16.84,34.51,64.63,12.88,40.04,76.58,3,6,40.51,12.45
37.95,28.93,78.38,29.55,44.78,23.0,38.93,32.12,3,4,36.52,19.28
90.6,70.89,75.22,70.16,59.99,66.74,36.38,96.78,1,5,63.97,63.23
71.97,59.36,30.74,21.22,46.07,33.3,40.55,38.78,2,1,39.18,35.81
33.33,47.36,41.22,42.28,35.63,61.16,47.1,81.09,3,3,60.48,22.0
45.06,7.94,4.08,48.76,9.25,2.63,36.05,87.39,4,7,13.07,0.0
45.67,16.06,15.06,14.73,3.54,21.08,1.28,84.42,3,6,15.48,0.21
52.26,30.3,68.73,11.38,16.72,4.26,53.89,25.2,2,4,30.57,20.85
40.84,21.61,19.69,44.87,52.99,29.93,17.07,46.94,3,6,31.68,10.15
43.52,42.28,34.31,34.32,8.68,52.42,14.0,70.96,3,2,29.6,28.74
68.86,65.99,70.96,86.27,54.98,1.51,83.98,88.33,1,2,60.66,57.52
74.23,47.97,55.94,25.18,76.59,27.53,18.99,99.91,2,2,47.14,40.8
55.24,38.81,57.03,36.31,4.12,68.87,0.94,58.24,3,3,42.24,26.59
64.06,37.14,37.56,61.36,31.33,21.77,34.92,70.75,3,5,37.61,23.72
72.95,50.62,64.92,54.46,45.83,24.88,45.69,69.68,1,3,46.26,52.3
51.73,76.33,65.94,54.65,75.93,48.95,30.9,71.63,1,1,59.16,60.51
64.57,70.8,77.71,41.13,79.12,72.54,4.76,76.7,2,3,67.06,49.91
24.0,19.14,47.61,53.47,54.35,16.28,5.63,55.46,3,8,35.2,7.69
54.04,51.37,55.47,60.69,30.36,76.39,8.93,74.19,0,2,58.66,50.66
48.03,35.16,38.4,51.14,38.85,69.98,60.03,70.07,3,4,45.2,29.69
24.51,24.78,37.06,45.22,21.08,15.69,48.92,61.01,3,3,32.32,7.31
83.58,82.88,92.07,86.94,85.16,92.23,61.87,76.91,0,0,82.83,87.47
56.54,49.57,70.86,46.1,56.64,50.66,39.41,72.46,1,5,52.58,43.8
71.29,50.04,39.59,35.21,54.09,52.43,42.13,57.89,1,5,45.89,39.03
10.22,10.79,16.3,52.0,35.49,27.33,20.22,67.59,2,4,30.72,0.07
76.6,85.86,87.96,64.12,76.05,19.0,22.36,82.67,0,3,67.48,74.23
26.37,39.07,11.34,27.68,8.28,32.01,26.02,49.0,3,5,18.82,3.16
79.24,94.49,95.44,68.93,74.54,54.85,83.59,77.37,0,0,86.63,83.21
82.52,89.24,89.51,63.14,82.19,35.83,81.97,77.95,0,0,68.09,77.86
59.01,77.7,47.49,45.66,79.17,26.01,10.69,75.85,1,6,60.45,43.66
67.07,63.86,76.26,42.33,42.99,52.31,30.06,81.58,2,3,56.02,50.88
69.9,35.51,44.58,43.85,55.41,30.74,45.43,72.92,3,4,49.67,31.17
37.1,56.8,57.56,55.45,47.91,0.65,37.91,36.93,2,4,51.72,31.55
17.39,33.46,40.53,26.92,23.83,12.49,14.5,83.19,3,4,36.8,11.81
35.65,25.92,10.88,46.35,67.5,34.99,46.66,94.9,4,5,37.83,9.51
82.51,92.55,76.38,90.3,71.01,66.08,24.29,86.75,1,1,80.03,75.0
59.56,46.48,72.03,51.26,80.39,57.15,1.11,96.97,3,4,58.72,34.69
70.38,57.07,42.57,27.91,32.57,22.63,25.74,96.23,0,6,46.14,46.62
62.56,75.93,77.8,66.87,73.32,32.94,40.58,77.3,0,4,62.77,59.69
67.72,35.14,56.96,43.84,72.54,3.5,3.4,86.71,2,3,43.48,38.37
58.13,77.04,39.62,64.8,25.69,43.79,10.74,85.96,1,2,56.16,52.41
76.41,39.35,53.2,47.85,41.82,25.07,50.03,86.62,2,4,38.81,38.99
48.64,13.45,54.2,44.9,55.64,50.07,49.16,67.08,1,4,41.52,29.13
79.17,78.73,91.18,87.23,80.84,74.91,50.66,78.5,1,2,81.44,73.01
51.88,68.4,55.1,39.57,17.99,19.67,11.1,48.36,1,4,44.63,40.16
28.61,4.14,54.57,46.47,46.2,56.72,6.41,83.3,3,7,36.35,6.77
76.1,68.82,90.22,68.31,63.51,31.56,65.85,80.66,2,4,75.08,54.7
83.0,73.76,96.01,78.27,47.84,42.87,16.66,79.47,1,0,66.03,69.85
48.69,12.84,47.14,19.93,10.09,60.35,2.98,65.24,5,3,29.36,0.0
99.71,71.12,73.94,65.62,84.94,72.55,38.87,98.89,0,2,69.66,76.58
99.97,97.0,85.47,64.8,50.22,42.71,27.44,75.53,0,0,74.33,80.21
61.88,43.37,61.9,63.5,34.21,28.65,60.75,82.69,2,2,49.42,45.33
48.76,2.66,6.67,38.61,42.31,28.69,26.96,80.17,3,6,26.15,1.47
61.22,46.49,79.07,35.26,38.19,9.32,44.24,50.91,2,4,43.05,37.34
39.05,63.94,65.84,20.25,27.4,3.45,33.4,61.81,2,5,43.6,29.38
76.2,44.42,64.11,67.6,57.52,50.28,9.15,27.7,3,4,61.59,35.31
61.35,51.78,51.65,30.79,76.94,54.82,10.23,79.84,2,1,55.8,41.53
14.34,15.25,0.95,25.01,30.06,55.07,8.36,76.57,3,5,17.27,0.0
57.91,65.78,43.57,72.37,84.87,73.7,20.98,88.24,0,1,65.81,59.06
71.42,72.42,57.35,49.02,70.04,74.36,53.54,78.45,1,0,66.67,62.37
81.08,92.03,71.9,79.38,37.01,85.28,69.7,88.11,2,4,82.06,69.48
99.38,65.79,87.0,62.73,74.56,6.69,6.89,86.66,2,3,57.01,61.08
22.12,27.75,52.28,18.29,30.76,66.66,16.62,64.03,4,3,41.53,8.6
26.38,0.62,9.57,8.11,8.11,49.05,6.82,49.28,3,3,11.9,0.0
85.18,91.53,94.85,88.81,69.55,86.22,44.18,90.83,0,5,85.81,79.51
89.59,95.26,82.41,58.16,58.56,32.61,83.77,92.28,1,2,80.34,76.84
75.12,65.45,82.84,94.41,68.53,47.52,78.71,79.31,0,3,74.49,69.59
99.03,91.79,88.59,65.03,63.22,78.14,73.12,89.04,0,0,82.31,89.31
72.03,91.61,65.86,57.35,84.76,66.88,0.36,82.8,0,2,65.1,66.46
91.08,68.61,82.75,62.65,37.56,13.61,73.89,79.4,1,2,56.19,67.14
66.22,56.88,62.68,12.63,71.3,76.51,16.57,48.25,0,1,52.68,51.24
67.89,65.81,44.51,56.45,64.33,68.77,70.0,66.41,0,3,62.32,52.09
28.85,33.42,20.71,17.58,58.4,49.17,17.54,90.71,5,3,32.94,6.55
32.39,23.39,47.23,25.46,29.01,7.78,18.12,64.85,2,6,29.64,13.84
53.88,62.51,64.69,40.06,30.24,44.05,6.5,83.03,4,5,39.79,28.46
27.63,7.64,8.57,50.7,16.36,65.56,25.16,68.09,4,3,25.21,0.0
97.49,99.8,66.82,78.91,44.45,59.06,84.11,97.42,0,3,77.1,80.11
43.98,34.24,20.79,21.83,14.23,6.2,52.06,53.86,2,4,24.06,17.61
63.63,51.41,43.07,54.28,70.05,67.78,24.94,83.15,2,4,49.91,40.47
